,index,Emotion,Statement
833,701,anger,"I had planned to go to town with my friend at 1500 hours but she  
went for the registration and I waited for a good 1 and a 1/2 hours.  It  
was vital for me to go to town but I could not as it was she who  
had the money.  Finally I borrowed some money from friends and we  
went to town.  I was really angry with my friend."
834,7336,shame,"It was when my father caught me with a girl in dark corners and  
asked me what I was doing there."
835,1414,disgust,To see damaged lettuce (with worms) in the icebox.
836,7223,shame,"I made an unkind remark about the ethnicity of some friends  
without realizing it."
837,7016,shame,"Equivocal situation when filling a security questionnaire on  
entering a government building with several people there."
838,6979,shame,"In an important situation for me, my father behaved inadequately."
839,7121,shame,"As a kid my mother caught me stealing sugar and giving it to a  
neighbour."
840,6764,shame,"A day I was with my boyfriend and a couple of friends in a bar,  
and he said something that I didn't like (I don't remember what).  
Without thinking I slept him in his back, getting ashamed and  
sorry just after."
841,1753,disgust,"Someone stole a K10 note and the teacher thought that it was me  
when I was not responsible for the theft."
842,953,anger,When my dress was stolen.
843,2838,fear,"When I was confronted by a policeman one night around 11 o'clock.  
 I was afraid when they threatened to take me and my girl to the  
gallows."
844,4614,joy,When I got a small present form a person I like very much.
845,288,anger,"When I received the mark well above requirements for the course I  
wanted to enter, yet I was not accepted - anger at the injustice  
of it, because I didn't receive early release of H.S.C. marks."
846,2718,fear,"My friend and I planned to search for old documents and utensils  
in the cellar. It was very late at night when we arrived in the  
cellar. He indicated the place where the police (40 years ago) found  
two dead bodies. I got very scared when he told me this story."
847,3528,guilt,"When my Bictorian ""friend"" was staying at my house we ere going  
places together, and sleeping together. At the time I had a  
boyfriend locally. The first time I had to face him after  
sleeping with the guy from Melbourne I felt very guilty."
848,1782,disgust,"When I, for the first time, failed a junior exam, i.e form 3."
849,4460,joy,I passed an exam which I thought I had failed.
850,6433,sadness,"When I found that my ability to do ordinary work was worse than  
my fellow mates."
851,3488,guilt,"Guilt at having pressed another person to expose/explore his  
personal weaknesses/faults, to the extent that the other person  
was made to feel terrible/defensive."
852,1749,disgust,"When a boy put a handful of cooked potatoes down my dress and  
there was no water to clean up."
853,7043,shame,"When I stated sharply something I was not very sure of and a few  
days later I was shown to be wrong."
854,4557,joy,"Eating biscuits and drinking Milo (Chocolate energy drink made  
with milk and usually drunk warm) with my friend at College. We  
get on really well, don't withold any feelings about each other's  
friends and are pretty good at cheering each other up when we are  
homesick."
855,6986,shame,When I went for the first time in my life to a nudist-beach.
856,2249,fear,"After having watched a crime show on the TV, I was about to take  
the dog for a walk. Then, suddenly, there was a man on the  
porch... (We live some distance away from other people)."
857,1176,disgust,"Political and military trnsgressions around the world, generally  
speaking. This cannot be described through this questionaire."
858,6594,shame,"My love and me rented a room in a hotel one evening.  We stayed  
there a few hours and when leaving the hotel, I felt ashamed."
859,5848,sadness,"My father recently having a heart attack - spending a few months  
in hospital."
860,3738,guilt,"After a courtship of three months I made an end to it. The boy  
was very sad about this."
861,4887,joy,When I knew the feelings of a beloved person.
862,6765,shame,When I had to act alone a character for a public (40 people).
863,4258,guilt,"Once, my friend and I went to the Tai 60 to cycle.  My mother had  
told me not to go.  Unfortunately I broke my pectoral girdle and  
had to go to hospital.  When my mother  came to see me I felt  
guilty as I had not listened to her and I had to soon sit for a  
public examination."
864,2464,fear,"One night I and my friends went to the cemetery. We stopped the  
car in front of the wall and suddenly the grave digger appeared  
over the wall looking like a ghost. I was already afraid and  
almost died."
865,2354,fear,"After a short stay in Marocco we missed the ferry-boat back to  
Spain and we had to look for an accomodation. By chance we met a  
man who offered to take us to a camping site. While I was sitting in his  
car I was terribly afraid because I had heard of people being  
robbed in Marocco."
866,1527,disgust,When a close friend wilfully cheated me.
